병원ID,병원명,전화번호,주소,위도,경도,삭제 여부,장소 id
365,임계원정신건강의학과의원,02-742-4999,"서울특별시 종로구 혜화로 8, 2층 (혜화동)",37.5864858,127.0005319,0,
366,맑음정신건강의학과의원,02-6052-0004,"서울특별시 관악구 남부순환로 1942, 5층 (봉천동)",37.4764006,126.9645233,0,
367,정릉손정신건강의학과의원,02-918-7582,"서울특별시 성북구 보국문로 43, 3층 (정릉동)",37.6081881,127.0098725,0,
368,서울디딤정신건강의학과의원,02-872-0673,"서울특별시 관악구 남부순환로 1905, 2층 (봉천동)",37.4783276,126.9611573,0,
369,양창순정신건강의학과의원,02-517-8202,"서울특별시 중구 소공로 35, 310호 (회현동1가, 롯데캐슬아이리스오피스존)",37.5581967,126.9821196,0,
370,성모랑정신건강의학과의원,02-6030-8540,"서울특별시 중구 을지로5길 26, 미래에셋 센터원(Mirae Asset CENTER1) B1층 B109호 (수하동)",37.5672787,126.9850954,0,
371,송신경정신과의원,02-734-5648,"서울특별시 종로구 인사동5길 25, 하나로빌딩 401호 (인사동)",37.5720998,126.9854105,0,
372,나란히정신건강의학과의원,02-6484-8110,"서울특별시 동작구 현충로 75, 원불교100년기념관 및 역사문화기념관 3층 2호 (흑석동)",37.5097022,126.9639148,0,
373,서울휴정신건강의학과의원,,"서울특별시 용산구 서빙고로 17, 2층 52호 (한강로3가)",37.5257665,126.9678526,0,
374,당신의숲정신건강의학과의원,2135-1898,"서울특별시 중구 남대문로9길 6, 대한빌딩 4층 (다동)",37.5669492,126.9819673,0,
375,정담정신건강의학과의원,02-6954-1313,"서울특별시 용산구 한강대로 259, 고려에이트리움 403호 (갈월동)",37.54159,126.9724256,0,
376,북촌소담정신건강의학과의원,02-736-5500,"서울특별시 종로구 율곡로 47, 걸스카웃회관 401호 (안국동)",37.5763394,126.9845959,0,
377,한빛정신건강의학과의원,02-887-2158,"서울특별시 관악구 남부순환로 1838, 13층 (봉천동, CS타워)",37.4804451,126.9539797,0,
378,더정신건강의학과의원,02-6031-8985,"서울특별시 중구 남대문로9길 40, 센터플레이스 204호 (다동)",37.5670959,126.9803692,0,
379,나눔정신건강의학과의원,02-877-7104,"서울특별시 관악구 남부순환로 1832, 9층 (봉천동, 오선빌딩)",37.4807107,126.9535153,0,
380,윤혜리정신건강의학과의원,02-2138-7588,"서울특별시 용산구 한강대로 95, 2층 237호 (한강로2가, 래미안용산 더 센트럴)",37.5290927,126.9668857,0,
381,레몬정신건강의학과의원,02-887-7575,"서울특별시 관악구 관악로 164, 2층 202호 (봉천동, 대우디오슈페리움1단지)",37.4798707,126.9530917,0,
382,서울탑정신건강의학과의원,02-883-2082,"서울특별시 관악구 관악로 168, (봉천동, 대우슈페리움2단지)",37.4801769,126.9530995,0,
383,성모새봄정신건강의학과의원,02-6951-3344,"서울특별시 관악구 관악로 203, 6층 (봉천동)",37.4833078,126.9537917,0,
384,지혜샘정신건강의학과의원,02-3272-8275,"서울특별시 용산구 한강대로 297, 우신빌딩 4층 (갈월동)",37.5447663,126.971685,0,
385,서울역마음정신건강의학과의원,0507-1333-6072,"서울특별시 중구 후암로 98, LG서울역빌딩 B동 지하1층 105호 (남대문로5가)",37.553964,126.9748643,0,
386,연세웰 정신건강의학과 의원,02-3789-9888,"서울특별시 중구 남대문로9길 51, 효덕빌딩 5층 511호 (을지로1가)",37.5668152,126.9795087,0,
387,연세훈정신건강의학과의원,02-888-9860,"서울특별시 관악구 관악로 195, 301호 (봉천동, 관악위버폴리스)",37.4828207,126.9531143,0,
388,시청하늘정신건강의학과의원,02-756-6322,"서울특별시 중구 무교로 13, 휘닉스빌딩 6층 (무교동)",37.5671554,126.9790344,0,
389,오늘정신건강의학과의원,02-797-8272,"서울특별시 용산구 한강대로 69, 2층 205~206호 (한강로2가, 용산푸르지오써밋)",37.5273235,126.9651744,0,
390,소나무정신건강의학과의원,02-883-0567,"서울특별시 관악구 관악로 165, 홍빌딩 8층 (봉천동)",37.4800778,126.9521225,0,
391,시청역성모정신건강의학과의원,02-318-5330,"서울특별시 중구 세종대로 74, 삼정빌딩 302~303호 (태평로2가)",37.5626633,126.9768752,0,
392,연세필정신건강의학과의원,02-723-9114,"서울특별시 종로구 종로 19, 413-2호, 414-1호 (종로1가, 르메이에르종로타운)",37.5708345,126.9798606,0,
393,연세늘정신건강의학과의원,02-2158-7810,"서울특별시 종로구 삼봉로 57, 호수빌딩 9층 (수송동)",37.5725615,126.9804738,0,
394,광화문숲정신건강의학과의원,02-722-7977,"서울특별시 종로구 종로3길 34, 삼송빌딩 601,602,605,801호 (청진동)",37.571881,126.9794965,0,
395,유정신경정신과의원,02-872-9278,"서울특별시 관악구 남부순환로 1808, (봉천동)",37.4810982,126.9509341,0,
396,민트정신건강의학과의원,02-3789-7359,"서울특별시 중구 서소문로 129, 경서빌딩 2층 (서소문동)",37.563797,126.9752249,0,
397,동남정신과의원,02-363-0412,"서울특별시 종로구 북촌로5길 64, 3층 (소격동)",37.5799461,126.9814861,0,
398,서울센트럴정신건강의학과의원,02-779-7660,"서울특별시 중구 세종대로 11, 조광빌딩 5층 (남대문로5가)",37.5581811,126.9730927,0,
399,마음공간정신건강의학과의원,02-723-6463,"서울특별시 종로구 세종대로 159, 9층 (세종로)",37.5706115,126.9763604,0,
400,연세광화문정신건강의학과의원,02-735-0602,"서울특별시 종로구 새문안로 103-1, 3,5층 (신문로1가)",37.5704842,126.9762033,0,
401,삼성공감정신건강의학과의원,02-826-9647,"서울특별시 동작구 상도로 345, 미사랑빌딩 5층 (상도동)",37.4978615,126.9526795,0,
402,이지브레인광화문정신건강의학과의원,02-6952-1895,"서울특별시 종로구 새문안로 89, 정우빌딩 7층 703호 (신문로1가)",37.5704736,126.9745322,0,
403,박종철신경정신과의원,02-735-0987,"서울특별시 종로구 새문안로5가길 3-1, 505호 (당주동)",37.5724887,126.9742805,0,
404,마인드힐정신건강의학과의원,720-1566,"서울특별시 종로구 새문안로 69, 구세군회관 706호 (신문로1가)",37.5704134,126.9722786,0,
405,라움정신건강의학과의원,02-722-7779,"서울특별시 종로구 새문안로3길 15, 동원빌딩 2층 (당주동)",37.5717083,126.9723185,0,
406,상도숲정신건강의학과의원,02-6958-8910,"서울특별시 동작구 양녕로 270, 401호 (상도1동)",37.5036442,126.9491565,0,
407,마나스정신건강의학과의원,02-6267-7788,"서울특별시 관악구 장군봉1길 56, 3층 (봉천동, 우형빌딩)",37.4814127,126.9431183,0,
408,서촌정신건강의학과의원,02-730-7352,"서울특별시 종로구 효자로7길 14, 1층 (통의동)",37.5788729,126.9730482,0,
409,상도연세정신건강의학과의원,02-822-0345,"서울특별시 동작구 상도로 264, 주유노빌딩 2층 (상도1동)",37.5035745,126.9471439,0,
410,마음가득정신건강의학과의원,02-876-1544,"서울특별시 관악구 남부순환로 1715, 5층 (봉천동)",37.4830451,126.9408943,0,
411,마음봄정신건강의학과의원,02-812-9888,"서울특별시 동작구 상도로 247, 4층 (상도동)",37.5050579,126.9462688,0,
412,서대문 봄 정신건강의학과의원,02-365-1334,"서울특별시 서대문구 통일로 131, 공화당빌딩 2층 (충정로2가)",37.566156,126.9658718,0,
413,이상연신경정신과의원,02-737-5511,"서울특별시 종로구 통일로 162, 3층 (교남동)",37.5686015,126.964397,0,
414,경희궁삼성정신건강의학과의원,02-737-5577,"서울특별시 종로구 송월길 99, 2207호 (홍파동, 경희궁자이 2단지)",37.5708754,126.9638824,0,
415,연세라온정신과의원,02-885-1857,"서울특별시 관악구 호암로 602, 4층 (신림동)",37.4708153,126.9338042,0,
416,표진인정신건강의학과의원,02-6677-4300,"서울특별시 마포구 백범로 199, 206호 (신공덕동, 메트로디오빌)",37.5435256,126.9528519,0,
417,온안정신건강의학과의원,02-702-1008,"서울특별시 마포구 마포대로 92, 효성해링턴 스퀘어 A블럭 2층 (도화동)",37.5428592,126.9513333,0,
418,정유리정신건강의학과의원,02-711-9900,"서울특별시 마포구 백범로 202, 2층 210호 (신공덕동, 마포케이씨씨웰츠타워)",37.5430784,126.9523467,0,
419,연세진정신건강의학과의원,02-6391-9009,"서울특별시 마포구 만리재로 15, 2층 203호 (공덕동, 제일빌딩)",37.5445786,126.9527595,0,
420,변재영정신건강의학과의원,02-815-0353,"서울특별시 동작구 장승배기로 98, 장승빌딩 8층 (노량진동)",37.5064177,126.9400826,0,
421,김창윤정신건강의학과의원,02-794-3418,"서울특별시 종로구 평창7길 90, 2층 (평창동)",37.6157139,126.9798247,0,
422,나루정신건강의학과의원,02-817-8275,"서울특별시 동작구 노량진로 140, 메가스터디타워 113호 (노량진동)",37.5126442,126.9415901,0,
423,마포성모정신건강의학과의원,02-6953-7531,"서울특별시 마포구 마포대로 173-14, 마포 센텀 슬로우스퀘어 지상3층 301호 (아현동)",37.5510075,126.9536224,0,
424,고려힐링정신건강의학과의원,02-6354-8275,"서울특별시 서대문구 신촌로35길 10, 212호 (북아현동, e편한세상신촌 4단지)",37.5586219,126.9558605,0,
425,노정신건강의학과의원,02-365-8558,"서울특별시 마포구 신촌로 266-1, 3층 (아현동)",37.5571035,126.9552822,0,
426,박홍석정신건강의학과의원,02-816-4752,"서울특별시 동작구 상도로 178, 강남빌딩 6층 (상도동)",37.5042942,126.9387617,0,
427,홍정신건강의학과의원,02-815-8383,"서울특별시 동작구 장승배기로 144, (노량진동)",37.5104264,126.9403953,0,
428,나해란정신건강의학과의원,02-365-8255,"서울특별시 마포구 신촌로 262, 가동 2층 201(일부)호 (아현동)",37.557056,126.954826,0,
429,윤홍균정신건강의학과의원,02-706-0065,"서울특별시 마포구 백범로 178, A-202호 (공덕동, 마포신영지웰)",37.5438694,126.950105,0,
430,마음쉼표정신건강의학과의원,02-712-0101,"서울특별시 마포구 마포대로 68, 5층 503호, 504호 (도화동, 마포아크로타워)",37.5413405,126.94898,0,
431,서울탑정신건강의학과의원,02-6933-1800,"서울특별시 마포구 마포대로 68, (도화동, 마포아크로타워)",37.5413405,126.94898,0,
432,미소정신건강의학과의원,02-3273-9591,"서울특별시 마포구 마포대로 52, 207호 (도화동, 고려아카데미텔Ⅱ)",37.5403379,126.9476643,0,
433,서울제이씨정신건강의학과의원,02-715-5089,"서울특별시 마포구 백범로31길 7, 2동 2층 201호 (공덕동, 공덕SK리더스뷰)",37.5455788,126.9488532,0,
434,마음과사람정신건강의학과의원,02-712-9124,"서울특별시 마포구 마포대로 53, 마포트라팰리스 C동 206호 (도화동)",37.5415418,126.9473839,0,
435,연세햇살정신건강의학과의원,02-877-5377,"서울특별시 관악구 신림로 318, 6층 (신림동, 청암두산위브센티움)",37.4825924,126.9302485,0,
436,신림평온정신건강의학과의원,02-6925-5515,"서울특별시 관악구 남부순환로 1619-1, 4층 (신림동)",37.4847143,126.9306817,0,
437,삼성사과나무정신건강의학과의원,02-703-9985,"서울특별시 마포구 마포대로 33, 205,206호 (도화동, 한화오벨리스크)",37.5401813,126.9457259,0,
438,안녕정신건강의학과의원,02-6204-0102,"서울특별시 관악구 신림로 315, 5층 (신림동)",37.4824979,126.9296402,0,
439,강신경정신과의원,02-871-7121,"서울특별시 관악구 신림로 340, 르네상스 복합쇼핑몰 13층 1304호 (신림동)",37.4847794,126.930118,0,
440,마음챙김정신건강의학과의원,02-534-8856,"서울특별시 관악구 신림로 350, 4층 404호 (신림동, 서원프라자, 태영아파트)",37.4855079,126.9299291,0,
441,신림정신건강의학과의원,02-889-7581,"서울특별시 관악구 남부순환로 1603, 5층 (신림동)",37.4844311,126.9287996,0,
442,야호정신건강의학과의원,,"서울특별시 관악구 남부순환로 1601-1, 2층 (신림동)",37.4843821,126.9286294,0,
443,봄정신건강의학과의원,02-812-2226,"서울특별시 동작구 상도로 69, 3층 (대방동, 상원빌딩)",37.4999695,126.9283927,0,
444,가족사랑서울정신건강의학과의원,02-812-9494,"서울특별시 동작구 보라매로 113, (대방동)",37.4994798,126.9279165,0,
445,연세필정신건강의학과의원,02-715-1114,"서울특별시 마포구 신촌로 174, 2층 (대흥동)",37.5564661,126.9450034,0,
446,여의도삼성정신건강의학과의원,02-780-1593,"서울특별시 영등포구 여의대방로 383, 208호 (여의도동, 경도빌딩)",37.5193464,126.9315136,0,
447,디에프정신건강의학과의원,02-6279-8288,"서울특별시 영등포구 여의대방로 375, 아일렉스타워 701호 (여의도동)",37.5189066,126.9307891,0,
448,라임정신건강의학과의원,02-6105-7520,"서울특별시 영등포구 국제금융로 78, 홍우빌딩 3층 1호 (여의도동)",37.5208744,126.9313093,0,
449,스위스정신건강의학과의원,02-780-7576,"서울특별시 영등포구 의사당대로1길 11, 메종리브르오피스텔 2층 207,208호 (여의도동)",37.519225,126.9285868,0,
450,연세밝은맘정신과의원,02-393-7746,"서울특별시 서대문구 성산로 488, 3층 (대신동)",37.5608408,126.9413726,0,
451,연세광정신건강의학과의원,02-3280-0375,"서울특별시 동작구 상도로 13, (대방동)",37.5000866,126.9220559,0,
452,해솔정신건강의학과의원,02-6357-7575,"서울특별시 마포구 백범로 13, 신촌르메이에르타운II 3층 303호 (노고산동)",37.553448,126.937506,0,
453,여의도쉼정신건강의학과의원,02-6954-6997,"서울특별시 영등포구 의사당대로 127, 203호 (여의도동, 롯데캐슬엠파이어)",37.5204236,126.9265677,0,
454,한솔신경정신과의원,02-830-7588,"서울특별시 관악구 난곡로 268, 3층 (신림동)",37.4779116,126.9155168,0,
455,연세멘토정신건강의학과의원,702-2052,"서울특별시 마포구 백범로 1, 3층 (노고산동)",37.5545567,126.9371835,0,
456,주정신건강의학과의원,02-718-5239,"서울특별시 마포구 서강로 144, 403호 (노고산동, 동인빌딩)",37.554475,126.9366421,0,
457,연세로뎀정신건강의학과의원,02-707-0891,"서울특별시 마포구 서강로 142, 3층,5층 (노고산동)",37.5543774,126.9363649,0,
458,안세정신과의원,02-336-0734,"서울특별시 서대문구 신촌로 93, (창천동)",37.5556915,126.9365861,0,
459,여의도힐정신건강의학과의원,02-785-7008,"서울특별시 영등포구 여의나루로 42, 506호 (여의도동)",37.5214704,126.9249738,0,
460,더여의도정신건강의학과의원,02-6289-1001,"서울특별시 영등포구 여의나루로 53-1, 대오빌딩 501-1호 (여의도동)",37.5227131,126.9249768,0,
461,마음사랑정신건강의학과의원,02-322-9959,"서울특별시 마포구 신촌로16길 4, 3층 (노고산동)",37.5555121,126.9348252,0,
462,연세온정신건강의학과의원,02-785-5678,"서울특별시 영등포구 의사당대로 108, 아일렉스 3층 306호 (여의도동)",37.5210051,126.9238388,0,
463,동교정신건강의학과의원,02-333-3572,"서울특별시 마포구 신촌로 62, (동교동)",37.5563604,126.9326837,0,
464,홍제정신건강의학과의원,02-394-0887,"서울특별시 서대문구 통일로 448, 10층 (홍제동)",37.5888423,126.9444584,0,
465,연세밝은마음정신건강의학과의원,02-3417-1122,"서울특별시 서대문구 통일로 451, 5층 (홍제동)",37.5886728,126.943868,0,
466,정경화정신건강의학과의원,02-894-7875,"서울특별시 금천구 독산로 134, 금천빌딩 4층 402호 (시흥동)",37.4592862,126.9052583,0,
467,연세소울정신건강의학과의원,02-395-7737,"서울특별시 서대문구 통일로 464, 홍제빌딩 5층 5-1호 (홍제동)",37.589967,126.9432367,0,
468,나래정신건강의학과의원,02-802-3180,"서울특별시 금천구 시흥대로 214, 602호 (시흥동, 비즈메디빌딩)",37.4530528,126.9016824,0,
469,박신영정신건강의학과의원,02-833-3777,"서울특별시 동작구 시흥대로 664, 4층 (신대방동)",37.4907024,126.90844,0,
470,아르케정신건강의학과의원,02-6953-7505,"서울특별시 영등포구 신길로 147, 4층 (신길동)",37.5054208,126.9105102,0,
471,백산정신건강의학과의원,02-809-5126,"서울특별시 금천구 시흥대로 278, 1층 102호 (독산동)",37.4585336,126.8994907,0,
472,해람정신건강의학과의원,02-723-8189,"서울특별시 마포구 양화로 178, 4,7층 (동교동)",37.5575046,126.9252132,0,
473,홍대성모정신건강의학과의원,02-336-0166,"서울특별시 마포구 양화로 166, 미래프라자 12(일부)층 (동교동)",37.5567326,126.9241712,0,
474,신재경정신건강의학과의원,338-2016,"서울특별시 마포구 양화로 156, 3층 315호 (동교동, LG팰리스빌딩)",37.5560982,126.9234581,0,
475,그루정신건강의학과의원,02-334-0401,"서울특별시 마포구 양화로 165, 상진빌딩 6층 (동교동)",37.5572103,126.9236203,0,
476,가람정신건강의학과의원,02-859-8500,"서울특별시 관악구 시흥대로 552, 석천빌딩 7층 (신림동)",37.4821267,126.9014464,0,
477,서울숲정신건강의학과의원,02-2088-0336,"서울특별시 마포구 양화로 133, 서교타워 2층 201(일부)호 (서교동)",37.5552513,126.9209815,0,
478,에이원정신건강의학과의원,02-3142-4000,"서울특별시 마포구 동교로 179, 2층 (동교동)",37.5566647,126.92142,0,
479,금천키다리정신건강의학과의원,02-857-7015,"서울특별시 금천구 시흥대로 403, 셈프레팜 902호 (독산동)",37.4698141,126.8974927,0,
480,연세봄정신건강의학과의원,02-867-2022,"서울특별시 구로구 시흥대로 551, 광희빌딩 3층 일부호 (구로동)",37.4825903,126.9005698,0,
481,에스정신건강의학과의원,02-809-3088,"서울특별시 금천구 시흥대로 399, 시티렉스 201호 (독산동)",37.4693592,126.8970019,0,
482,연세정신건강의학과의원,02-855-9996,"서울특별시 구로구 디지털로32길 79, 조영빌딩 2층 일부호 (구로동)",37.4835336,126.8997792,0,
483,한음한방신경정신과한의원,02-3144-4718,"서울특별시 마포구 독막로 29, 2층 (합정동)",37.5484692,126.9167364,0,
484,같은마음정신건강의학과의원,02-2677-7582,"서울특별시 영등포구 영중로2길 1, 대선빌딩 12층 (영등포동3가)",37.5168876,126.9068057,0,
485,성모드림정신건강의학과의원,02-2088-7562,"서울특별시 마포구 양화로 72, 효성해링턴타워 101동 201호,202호,203호 (서교동)",37.5508021,126.9167159,0,
486,사랑마을정신건강의학과의원,02-307-9736,"서울특별시 서대문구 모래내로 217, (남가좌동, 우일빌딩)",37.5740125,126.9234083,0,
487,합정꿈정신건강의학과의원,,"서울특별시 마포구 양화로7길 3, 3층 302, 303호 (서교동)",37.5509904,126.9151992,0,
488,한가정신경과의원,02-849-9897,"서울특별시 영등포구 도림로 150, 2층 (대림동, 미래빌딩)",37.4937484,126.8986548,0,
489,김유광정신건강의학과의원,02-322-0082,"서울특별시 마포구 양화로 50, 3층 (합정동)",37.5495269,126.9145072,0,
490,마음이해 정신건강의학과의원,02-336-8375,"서울특별시 마포구 양화로 59, 화승리버스텔 2층 (서교동)",37.5506545,126.9148695,0,
491,전명숙신경정신과의원,02-2636-1044,"서울특별시 영등포구 영중로 46, 2층 (영등포동5가)",37.5204577,126.9052076,0,
492,의료법인모덕의료재단 동민정신건강의학과의원,02-353-7575,"서울특별시 은평구 은평로 227, 3층 (녹번동)",37.6013069,126.9329456,0,
493,성모정신과의원,02-2678-6659,"서울특별시 영등포구 영중로 51-1, 10층 (영등포동6가)",37.5209455,126.9046186,0,
494,오정신건강의학과의원,02-2634-5691,"서울특별시 영등포구 영중로 45, E&A빌딩 4층 (영등포동6가)",37.5204602,126.9044707,0,
495,푸른솔정신건강의학과의원,02-856-5557,"서울특별시 구로구 디지털로 285, 에이스트윈타워1차 2층 203호 (구로동)",37.4844927,126.8945184,0,
496,마음무늬정신건강의학과의원,,"서울특별시 마포구 월드컵로3길 14, (합정동, 마포한강2차푸르지오)",37.5512008,126.9119,0,
497,영등포서영정신건강의학과의원,02-2677-0902,"서울특별시 영등포구 경인로 784, 3층 (문래동1가)",37.5139559,126.9003676,0,
498,문화정신건강의학과의원,02-382-0885,"서울특별시 은평구 은평로 194, 2층 203, 204호 (응암동)",37.6011897,126.9292519,0,
499,그래정신건강의학과의원,02-2635-8277,"서울특별시 영등포구 양평로 20, 2층 (당산동6가)",37.533112,126.9041261,0,
500,일상정신건강의학과의원,02-3667-7515,"서울특별시 영등포구 양평로 22, 5층 (당산동6가)",37.5331573,126.9039335,0,
501,마인드봄정신건강의학과의원,02-2039-0123,"서울특별시 영등포구 양평로 24, 수정빌딩 4층 (당산동6가)",37.5332486,126.903739,0,
502,유정신건강의학과의원,02-332-2977,"서울특별시 마포구 월드컵로 82-1, 4층 (서교동)",37.5563644,126.9101985,0,
503,마음과마음정신과의원,02-856-4975,"서울특별시 구로구 도림로 65, 한정빌딩 2층 (구로동)",37.4893938,126.8908878,0,
504,가족사랑서울정신건강의학과의원,02-2068-7486,"서울특별시 영등포구 당산로 222, (당산동5가)",37.5332737,126.9023723,0,
505,좋은정신건강의학과의원,02-302-7711,"서울특별시 서대문구 수색로 40, 4층 (남가좌동)",37.5700104,126.9143561,0,
506,연세맑은정신건강의학과의원,02-2088-8488,"서울특별시 마포구 월드컵로 87, 마포로얄프라자 3층 301호 (망원동)",37.5564763,126.9092474,0,
507,당산숲정신건강의학과의원,02-2088-0869,"서울특별시 영등포구 양평로 46, 4층 (당산동6가)",37.5344673,126.9016531,0,
508,박정신건강의학과의원,02-385-2319,"서울특별시 은평구 통일로 741, 5층 (대조동)",37.6114224,126.9286013,0,
509,연세봄날정신건강의학과의원,02-3667-1338,"서울특별시 영등포구 당산로 142-1, 7층 (당산동3가)",37.5273266,126.8973287,0,
510,조맹제정신건강의학과의원,02-2678-0088,"서울특별시 영등포구 당산로 133, 303호 (당산동3가, 서림빌딩)",37.5266578,126.8966211,0,
511,정인과정신건강의학과의원,02-830-8080,"서울특별시 구로구 가마산로 236, 도진빌딩 5층 (구로동)",37.4941109,126.8871662,0,
512,치유정신건강의학과의원,02-354-7611,"서울특별시 은평구 은평로 121, 13층 (응암동)",37.6004544,126.9210962,0,
513,성모연정신건강의학과의원,02-2038-7785,"서울특별시 구로구 경인로67길 23, 301-2호 (신도림동, 신도림2차푸르지오)",37.5105879,126.8894776,0,
514,한음한방신경정신과한의원,02-2637-0222,"서울특별시 구로구 경인로67길 23, 101동 205호 (신도림동, 신도림2차푸르지오)",37.5105879,126.8894776,0,
515,라엘정신건강의학과의원,02-6909-9870,"서울특별시 영등포구 양평로 99, 10층 (양평동4가)",37.536484,126.8960764,0,
516,가산성모정신건강의학과의원,02-6952-7551,"서울특별시 금천구 가산디지털1로 186, 제이플라츠 516호 (가산동)",37.4819131,126.8815811,0,
517,김경률정신건강의학과의원,02-2678-2679,"서울특별시 구로구 경인로 661, 신도림1차푸르지오 2층 225호 (신도림동)",37.5100374,126.8883336,0,
518,늘벗정신건강의학과의원,02-3439-8818,"서울특별시 구로구 경인로 661, 신도림1차푸르지오 233,234,235호 (신도림동)",37.5100374,126.8883336,0,
519,연세가산숲정신건강의학과의원,02-6954-0707,"서울특별시 금천구 가산디지털1로 171, 가산 에스케이 브이원 센터 220호 (가산동)",37.4807624,126.8806788,0,
520,서울W정신건강의학과의원,02-6281-6080,"서울특별시 금천구 가산디지털1로 181, 가산 더블유센터 214호 (가산동)",37.481425,126.8803936,0,
521,마인드터치정신건강의학과의원,02-6745-0010,"서울특별시 영등포구 선유로 63, EEU동신타워 6층 601호 (문래동6가)",37.5196453,126.8890683,0,
522,고려제일정신과의원,02-859-4469,"서울특별시 구로구 구로동로 240, 세일빌딩 2층 (구로동)",37.4999929,126.8827321,0,
523,서울지음정신건강의학과의원,02-356-6212,"서울특별시 은평구 통일로 840, 범서빌딩 3층 (불광동)",37.6183931,126.9221021,0,
524,성모서울정신건강의학과의원,02-6956-7715,"서울특별시 은평구 통일로 856, 메트로타워 3003호 (불광동)",37.6197065,126.9216803,0,
525,편한마음정신과의원,02-359-0770,"서울특별시 은평구 서오릉로 140, 3층 (대조동)",37.6113448,126.917604,0,
526,연세봄정신건강의학과의원,02-354-5511,"서울특별시 은평구  통일로 857, (갈현동)",37.6196002,126.9204041,0,
527,이범정정신건강의학과의원,02-383-3155,"서울특별시 은평구 통일로 863, 3층 (갈현동, 유화프라자)",37.6200404,126.9200222,0,
528,민정신건강의학과의원,02-303-0852,"서울특별시 마포구 성암로 189, 지하1층 B104-1호 (상암동, 중소기업 DMC 타워)",37.5767396,126.8979123,0,
529,마음그림정신건강의학과의원,02-6380-6167,"서울특별시 은평구 진관2로 19, 휴먼프라자 I 3층 301호 (진관동)",37.6348572,126.9195953,0,
530,연세숲정신건강의학과의원,02-352-1872,"서울특별시 은평구 진관2로 15-46, 601호 (진관동, 메트로프라자)",37.6386516,126.9190816,0,
531,한음 한방신경정신과한의원,02-2644-4547,"서울특별시 양천구 오목로 345, 목동 슬로우스퀘어 5층 501,512호 (목동)",37.5247776,126.8758208,0,
532,현정신건강의학과의원,02-2654-7582,"서울특별시 양천구 오목로 345, 목동 슬로우스퀘어 414,415호 (목동)",37.5247776,126.8758208,0,
533,마음의 뜰 정신건강의학과의원,02-2643-6435,"서울특별시 양천구 목동동로 268, 신한빌딩 5층 (목동)",37.5255786,126.8757146,0,
534,41연세빛정신건강의학과의원,02-6010-7582,"서울특별시 양천구 목동동로 293, 현대41타워 403호 (목동)",37.5281774,126.8757769,0,
535,연세누리정신건강의학과의원,02-2647-7579,"서울특별시 양천구 오목로 322, 보성빌딩 5층 501호 (목동)",37.5245717,126.8730646,0,
536,도우정신건강의학과의원,02-2132-8121,"서울특별시 마포구 월드컵북로 396, 누리꿈스퀘어 지하1층 1017호 (상암동)",37.5793419,126.889819,0,
537,상암정신건강의학과의원,02-6393-5125,"서울특별시 마포구 월드컵북로 402, 케이지아이티센터 215,220호 (상암동)",37.5802099,126.8889677,0,
538,서울연정신건강의학과의원,02-2643-0006,"서울특별시 양천구 오목로 300, 206동 310호 (목동, 목동현대하이페리온2)",37.524211,126.870491,0,
539,한별정신건강의학과의원,02-2062-1119,"서울특별시 양천구 목동서로 256, 3층 (목동, 동문빌딩)",37.5246017,126.8692937,0,
540,새봄정신건강의학과의원,02-2689-7182,"서울특별시 구로구 남부순환로97길 3, KS프리미어빌딩 303호 (개봉동)",37.4940221,126.8582496,0,
541,목동필정신건강의학과의원,02-2696-8114,"서울특별시 양천구 목동로 177, 정동프라자 5층 501호 (신정동)",37.5243084,126.8645119,0,
542,백상정신과의원,02-2686-6449,"서울특별시 구로구 경서로 6, (고척동)",37.4980292,126.8569226,0,
543,송주연정신건강의학과의원,02-2605-1005,"서울특별시 양천구 목동로 203, 4층 (신정동, 로데오빌딩)",37.5267086,126.8638157,0,
544,김신경정신과의원,02-2608-1070,"서울특별시 양천구 목동로 211, (신정동)",37.5272892,126.8639003,0,
545,마음느낌정신건강의학과의원,02-2643-6655,"서울특별시 강서구 등촌로 3, 부경빌딩 301호 (화곡동)",37.5302867,126.8635312,0,
546,열린정신건강의학과의원,02-6346-0111,"서울특별시 강서구 등촌로5길 2, 6층 (화곡동)",37.5334847,126.8632979,0,
547,화인정신건강의학과의원,02-2668-0792,"서울특별시 강서구 공항대로 525, 303호 (등촌동)",37.5515396,126.8652886,0,
548,서울봄정신건강의학과의원,02-2038-8075,"서울특별시 양천구 목동중앙북로7가길 61, 4층 (목동, 목동 RICH SQUARE)",37.5497347,126.8641902,0,
549,남신경정신과의원,02-2648-3548,"서울특별시 양천구 중앙로 276, (신정동)",37.5208405,126.8528952,0,
550,한마음정신건강의학과의원,02-2696-0074,"서울특별시 양천구 중앙로 282, (신정동)",37.5215562,126.8525901,0,
551,백상정신건강의학과의원,02-2696-0913,"서울특별시 강서구 공항대로 426, 405호 (화곡동, VIP오피스텔)",37.5548273,126.8542321,0,
552,맑은샘정신건강의학과의원,02-6403-9139,"서울특별시 강서구 강서로 43-17, (화곡동)",37.5311061,126.8466933,0,
553,우리동네연세정신건강의학과의원,02-2696-2538,"서울특별시 강서구 강서로 43, 도양라비앙타워 8층 802호 (화곡동)",37.5315298,126.8465161,0,
554,연세미소정신건강의학과의원,02-2694-9200,"서울특별시 강서구 강서로 52, 화곡판타지아 4층 401호 (화곡동)",37.5324773,126.8466719,0,
